epoch,min_v_loss,t_ce,v_ce
1,4.511394408076513,4.524389133868823,4.511394408076513
2,4.511394408076513,4.087410833515173,4.6143976550712065
3,4.511394408076513,3.9287946415082113,4.690170773911541
4,4.511394408076513,3.8263837326228543,4.805132577826015
5,4.511394408076513,3.75450383380494,4.858506369583272
