epoch,min_v_loss,t_ce,v_ce
76,4.576411318423142,3.9599494167504554,4.618978414962541
77,4.576411318423142,3.9541970384218392,4.597073668864238
78,4.576411318423142,3.943850542608984,4.643834840005906
79,4.576411318423142,3.935421151751066,4.59196896695379
80,4.576411318423142,3.932947845484972,4.614782347607969
81,4.576411318423142,3.9251511057975814,4.614433299249678
82,4.576411318423142,3.915423707026551,4.602338566708921
83,4.576411318423142,3.9149581314107738,4.642305847424179
84,4.576411318423142,3.909413999042979,4.623466712325369
85,4.576411318423142,3.899008350086474,4.631563514026244
86,4.576411318423142,3.8956666317557773,4.63577654824328
87,4.576411318423142,3.889389181007156,4.646470123262548
88,4.576411318423142,3.884039855458104,4.614116401814703
89,4.576411318423142,3.879466538208382,4.641635677707729
90,4.576411318423142,3.8703843351930614,4.677389194716269
91,4.576411318423142,3.8648530995163664,4.650244260901835
92,4.576411318423142,3.8625693834445154,4.652894792272085
93,4.576411318423142,3.85866472506718,4.641156036462358
94,4.576411318423142,3.854302705795954,4.633118693508321
95,4.576411318423142,3.844655155810741,4.6805515502815815
96,4.576411318423142,3.843258160011644,4.653770154981473
97,4.576411318423142,3.837280360489513,4.6622846695914175
98,4.576411318423142,3.834248353739851,4.674048772498739
99,4.576411318423142,3.830314318555578,4.668825110392786
100,4.576411318423142,3.819312076152834,4.67589069124478
101,4.576411318423142,3.816373480763035,4.677772212384353
102,4.576411318423142,3.811295772443349,4.6859198577368435
103,4.576411318423142,3.8089980513913115,4.674445276829734
104,4.576411318423142,3.803604676223257,4.659631896374831
105,4.576411318423142,3.8057359570703317,4.682230273289468
106,4.576411318423142,3.8002081774885688,4.695949009994963
107,4.576411318423142,3.7989717978547644,4.694771901885076
108,4.576411318423142,3.799315520138441,4.681486809431617
109,4.576411318423142,3.79781308031212,4.665737088046859
110,4.576411318423142,3.7942834225272613,4.712161074823409
111,4.576411318423142,3.790972591420936,4.696781489386488
112,4.576411318423142,3.7877342564533434,4.689490240011641
113,4.576411318423142,3.784904802202853,4.715934212528058
114,4.576411318423142,3.7853106029676815,4.674749801407998
115,4.576411318423142,3.7820633731031283,4.693886493568988
116,4.576411318423142,3.782278715752125,4.717975758794529
117,4.576411318423142,3.776724411291387,4.65311310896233
118,4.576411318423142,3.7786653730459987,4.675890296252806
119,4.576411318423142,3.777969449352503,4.6699450905643305
120,4.576411318423142,3.77528354062696,4.690217430911848
121,4.576411318423142,3.771676604689305,4.6839090461161605
122,4.576411318423142,3.7696290334498843,4.67734262124816
123,4.576411318423142,3.76821951450379,4.700712908559771
124,4.576411318423142,3.7657370404911337,4.69384056774538
125,4.576411318423142,3.763176806941019,4.679425264472392
126,4.576411318423142,3.760041980067778,4.7021301824655115
127,4.576411318423142,3.761063794673951,4.7121967913499505
128,4.576411318423142,3.755738774827131,4.696460368028327
129,4.576411318423142,3.749285955844842,4.693159555321309
130,4.576411318423142,3.754109043516321,4.7399272847531435
131,4.576411318423142,3.7474626241003133,4.7233537702418085
132,4.576411318423142,3.749115948456185,4.763102068829894
133,4.576411318423142,3.7475175604183577,4.735309771637418
134,4.576411318423142,3.7459543316500707,4.731759007297345
135,4.576411318423142,3.7397025742387893,4.718507012324545
136,4.576411318423142,3.742883995378372,4.733288174244897
137,4.576411318423142,3.741944533927561,4.701300019648539
138,4.576411318423142,3.735777690560031,4.72913875864513
139,4.576411318423142,3.7367975984672097,4.741252642958911
140,4.576411318423142,3.729520341031234,4.748208508562684
141,4.576411318423142,3.7312847268678833,4.764542480013263
142,4.576411318423142,3.7331124761773746,4.760205055350687
143,4.576411318423142,3.7295005048653085,4.730549812316896
144,4.576411318423142,3.7220775191075806,4.779093151661888
145,4.576411318423142,3.7215807977099558,4.736315634713245
146,4.576411318423142,3.7210362646170485,4.761186613965389
147,4.576411318423142,3.72221603380562,4.757280549006677
148,4.576411318423142,3.7187143158198053,4.785390078131834
149,4.576411318423142,3.7152588347972917,4.766928961027913
150,4.576411318423142,3.7199897246399765,4.790948376726749
151,4.576411318423142,3.7125474380212515,4.769555632747823
152,4.576411318423142,3.712992297855969,4.760316699298461
153,4.576411318423142,3.708086656289786,4.762647027400002
154,4.576411318423142,3.707618202110726,4.762109934394041
155,4.576411318423142,3.7054984472103283,4.793406418899993
156,4.576411318423142,3.703612788821437,4.777818459183423
157,4.576411318423142,3.702939473315869,4.813686385083558
158,4.576411318423142,3.7075496889265103,4.791257659001138
159,4.576411318423142,3.701710345634649,4.797215938568116
160,4.576411318423142,3.699536695792175,4.779744589506687
161,4.576411318423142,3.6954544727418974,4.7800555051262705
162,4.576411318423142,3.69593375385295,4.773518220702215
163,4.576411318423142,3.6937432555476732,4.795730185152879
164,4.576411318423142,3.6876638929590553,4.813655219860931
165,4.576411318423142,3.6908006772033524,4.77996632590223
166,4.576411318423142,3.691335468915891,4.769223722059334
167,4.576411318423142,3.686058740200076,4.779342729653885
168,4.576411318423142,3.69185783297879,4.800365643714791
169,4.576411318423142,3.681357195981517,4.83540739586104
170,4.576411318423142,3.6852743749072805,4.795178868877353
171,4.576411318423142,3.679343645839016,4.797331874050309
172,4.576411318423142,3.678269424620375,4.788208541585437
173,4.576411318423142,3.6811377527928153,4.828780049708353
174,4.576411318423142,3.681135406935898,4.7847801891725465
175,4.576411318423142,3.6726772726719,4.811033167056186
176,4.576411318423142,3.6768017978044556,4.791383885625585
177,4.576411318423142,3.6710271809341455,4.79247480363988
178,4.576411318423142,3.6691400822891516,4.806815275505407
179,4.576411318423142,3.667381796589992,4.774025166212623
180,4.576411318423142,3.666129177857485,4.819085576641026
181,4.576411318423142,3.6630119283452673,4.807292617968659
182,4.576411318423142,3.6652824677303633,4.82340513058563
183,4.576411318423142,3.6599792713040578,4.801768146344086
184,4.576411318423142,3.661334750437929,4.811015008100825
185,4.576411318423142,3.6641774268501126,4.79218062358116
186,4.576411318423142,3.661405011808516,4.856978195816724
187,4.576411318423142,3.6586998236601613,4.824293371456775
188,4.576411318423142,3.6564930940518905,4.847593378664842
189,4.576411318423142,3.6527658028563614,4.81059773288556
190,4.576411318423142,3.6452707354314304,4.890407669010447
191,4.576411318423142,3.6534432260476906,4.845458977258026
192,4.576411318423142,3.649744377474043,4.803769866032385
193,4.576411318423142,3.648693480998362,4.833625971381344
